customer_id,age_group,region,branch_code,registration_date
CUST001324,26-40,E,br0097,24/12/2025
CUST001325,60+,S,BR0055,22-02-2025
CUST001326,18 - 25,East,BR0021,2019-01-09
CUST001327,26-40,West,BR0005,2019-07-31
CUST001328,41 - 60,North,BR0001,05-12-2018
CUST001329,18-25,SOUTH,BR0014,2018-09-23
CUST001330,41_60, SOUTH,BR0079,2022-01-30
CUST001331,18-25,W,BR0012,11/04/2017
CUST001332, 18-25 ,SOUTH,BR0069,05/24/2020
CUST001333,18-25,north,BR0012,20/01/2018
CUST001334,60+,SOUTH,BR0080,18-10-2016
CUST001335,26 - 40,EAST,BR0002,18/07/2015
CUST001336,18-25,NORTH,BR0062,2023-05-02
CUST001337,18 - 25,east,BR0015,02/07/2021
CUST001338, 18-25 ,west,BR0117,2021-06-25
CUST001339,41_60, WEST ,BR0077,2020-07-05
CUST001340,18-25,E,BR0049,07/05/2018
CUST001341,41-60,east,BR0101,19-11-2015
CUST001342,26-40,W,BR0003,2019-02-22
CUST001343,18-25,E,BR0072,13-11-2020
CUST001344, 26-40,West,BR0049,2016-06-09
CUST001345,18-25,East,BR0083,2024-02-22
CUST001346,60 +,West,BR0100,01/12/2015
CUST001347,60+,east,BR0006,2023-04-12
CUST001348,41-60,NORTH,BR0040,2021-07-08
CUST001349,18-25,East,BR0065,2021-03-06
CUST001350, 60+,north,BR0088,2021-07-14
CUST001351,26-40,E,BR0091,04/03/2018
CUST001352, 60+,N,BR0026,2019-06-10
CUST001353,41-60,WEST,BR0011,2026-04-29
CUST001354,60+,W,BR0068,2019-02-23
CUST001355, 18-25 ,WEST,BR0108,25-06-2020
CUST001356,60+,NORTH ,BR0113,02-04-2023
CUST001357,18-25,NORTH,BR0082,2021-07-22
CUST001358,60+, SOUTH,BR0105,2026-05-06
CUST001359,41-60,NORTH,BR0005,2021-08-05
CUST001360,18-25,East,BR0051,2016-01-15
CUST001361,26_40,NORTH,BR0112,2019-07-23
CUST001362,18-25,WEST,BR0096,2019-11-26
CUST001363,18_25, SOUTH,BR0063,14-03-2018
CUST001364,41-60,NORTH,BR0115,13/01/2025
CUST001365,26_40, SOUTH,BR0030,2017-10-13
CUST001366,60 +,N,BR0073,2021-06-28
CUST001367,18 - 25,E,BR0052,08/06/2024
CUST001368,60 +,WEST,BR0038,13-08-2023
CUST001369,26-40,EAST,BR0114,05/12/2019
CUST001370,18-25,south,BR0100,2016-03-24
CUST001371,60+,NORTH ,BR0115,2019-11-04
CUST001372, 26-40,E,BR0084,08-02-2018
CUST001373,18-25,EAST ,BR0016,2024-09-26
CUST001374,26_40,E,BR0056,30-07-2023
CUST001375,, WEST ,BR0107,08/04/2019
CUST001376,41-60,south,BR0020,20/12/2021
CUST001377,18-25, SOUTH,,2026-07-11
CUST001378,60+,NORTH ,BR0010,06/07/2022
CUST001379,18-25,W,BR0083,22/08/2016
CUST001380,60_plus,S,BR0083,2023-04-06
CUST001381,18_25,EAST ,BR0092,17/01/2024
CUST001382, 26-40,N,BR0096,08/20/2025
CUST001383, 26-40,north,BR0120,07/04/2016
CUST001384,60+,south,BR0120,2024-01-01
CUST001385,,SOUTH,,2017-07-11
CUST001386,41-60,EAST ,BR0028,2021-08-27
CUST001387, 26-40, SOUTH,BR0006,2021-03-06
CUST001388,60+,NORTH ,BR0014,17-03-2026
CUST001389,,SOUTH,BR0115,2019-02-03
CUST001390,60+,EAST ,BR0088,21/07/2024
CUST001391,26-40,S,BR0041,01/31/2025
CUST001392,60_plus,NORTH ,BR0008,04/16/2020
CUST001393,26-40,NORTH ,BR0011,09-01-2020
CUST001394,26-40,EAST,BR0070,2020-12-10
CUST001395, 18-25 ,SOUTH,BR0018,30/03/2025
CUST001396,41-60,E,BR0021,03/06/2022
CUST001397,26 - 40,W,BR0033,2017-11-30
CUST001398,18 - 25,EAST ,BR0065,21-10-2015
CUST001399,41-60, WEST ,BR0026,2019-03-10
CUST001400,41_60,NORTH ,BR0069,2024-10-15
CUST001401,26-40, SOUTH,BR0005,2015-01-06
CUST001402,26-40,EAST,BR0112,18-07-2023
CUST001403, 60+,North,BR0070,2023-05-27
CUST001404,60_plus,South,BR0105,13-07-2020
CUST001405,41_60,South,BR0116,2022-08-18
CUST001406,41-60,EAST ,BR0044,2018-11-08
CUST001407,26-40,EAST,BR0065,2023-04-13
CUST001408, 60+,W,BR0079,11/06/2021
CUST001409,26-40,N,BR0010,17-10-2025
CUST001410, 26-40,E,BR0102,2019-09-18
CUST001411,41_60,East,BR0094,23/10/2019
CUST001412,18-25,west,BR0080,2017-06-12
CUST001413,18-25, SOUTH,BR0068,09-08-2025
CUST001414,,East,BR0066,2022-10-24
CUST001415,41-60 , WEST ,BR0042,26/04/2024
CUST001416,60+,South,BR0044,2021-04-09
CUST001417,60+,E,BR0065,08/30/2017
CUST001418,60+,NORTH,BR0103,2020-03-16
CUST001419,18-25,,BR0044,19-07-2024
CUST001420,18-25, WEST ,BR0092,2019-12-25
CUST001421,60 +,West,BR0017,10/05/2018
CUST001422, 18-25 ,S,BR0014,2016-05-30
CUST001423,18 - 25,NORTH,BR0002,2024-04-25
CUST001424,60+, SOUTH,BR0091,20/01/2019
CUST001425,41-60,E,BR0062,2015-09-25
CUST001426,60_plus,SOUTH,BR0071,17-09-2017
CUST001427,60 +,West,BR0084,2015-08-28
CUST001428,26 - 40,SOUTH,BR0103,09-09-2016
CUST001429,26-40,east,BR0032,2019-07-23
CUST001430,41_60, WEST ,BR0104,10-06-2015
CUST001431,41-60 ,W,BR0015,2024-11-03
CUST001432,60+,East,BR0077,01-03-2026
CUST001433,41-60,South,BR0104,08/01/2018
CUST001434, 18-25 ,NORTH,BR0071,2025-06-11
CUST001435,60+,E,BR0031,13/05/2016
CUST001436,,East,BR0083,2022-03-12
CUST001437,26-40,NORTH,BR0083,23-10-2022
CUST001438,26_40,SOUTH,BR0026,2025-07-18
CUST001439,60+,North,BR0082,2019-08-25
CUST001440,60_plus,SOUTH,BR0099,2017-07-12
CUST001441,26-40,NORTH ,BR0044,10/25/2024
CUST001442,26-40, SOUTH,BR0027,19-03-2025
CUST001443,41-60 ,East,BR0037,09-11-2023
CUST001444,41-60,East,BR0037,06-05-2019
CUST001445,41 - 60,NORTH,BR0028,2022-09-29
CUST001446,60+, SOUTH,BR0036,2022-04-29
CUST001447,26-40,EAST,BR0100,10/22/2025
CUST001448,41-60 ,S,BR0008,08-12-2024
CUST001449,60_plus,NORTH ,BR0017,2017-05-26
CUST001450,26 - 40,North,BR0111,2017-10-18
CUST001451,60_plus,west,BR0101,06-12-2024
CUST001452,41-60,South,BR0108,
CUST001453, 18-25 ,N,BR0027,02-04-2024
CUST001454,60+,NORTH ,BR0067,09/03/2017
CUST001455,60+,NORTH,BR0091,2026-05-27
CUST001456,26-40,south,BR0007,2021-03-07
CUST001457,60+,,BR0056,2022-12-20
CUST001458,41_60,,BR0026,30-06-2019
CUST001459,60+, WEST ,BR0011,24/05/2020
CUST001460,60+,EAST ,BR0013,24/07/2015
CUST001461,18_25,WEST,BR0005,2020-04-16
CUST001462,18 - 25,,BR0032,07/02/2022
CUST001463, 18-25 , WEST ,BR0068,2016-06-17
CUST001464,18_25,EAST,BR0049,2025-11-16
CUST001465, 60+,South,BR0056,24-07-2026
CUST001466, 18-25 ,NORTH,BR0117,2018-02-17
CUST001467, 60+,NORTH,BR0108,13-08-2015
CUST001468,41-60,North,BR0090,25/04/2026
CUST001469,60+,NORTH ,BR0094,07/01/2021
CUST001470, 18-25 ,east,BR0021,2022-12-26
CUST001471, 26-40,EAST ,BR0070,2020-10-26
CUST001472,41_60,South,BR0011,11/19/2016
CUST001473,60 +,East,BR0055,23-05-2025
CUST001474,60 +,EAST,BR0030,25/12/2016
CUST001475,41_60,South,BR0087,2020-01-11
CUST001476,18_25,West,BR0006,07/05/2021
CUST001477,26 - 40,WEST,BR0066,2015-04-06
CUST001478,60+,E,BR0106,2017-10-21
CUST001479,26-40,S,BR0056,2025-10-03
CUST001480, 60+,WEST,BR0009,14-07-2017
CUST001481,26-40,South,BR0014,22/02/2024
CUST001482,26-40,E,BR0052,06/29/2015
CUST001483,41-60,EAST,BR0055,03-05-2019
CUST001484,60_plus, WEST ,BR0120,04-11-2017
CUST001485, 18-25 ,NORTH ,BR0071,2024-12-06
CUST001486,18-25, SOUTH,BR0034,01-08-2020
CUST001487,60+,W,BR0115,11/09/2020
CUST001488,18-25,S,BR0008,2023-02-07
CUST001489,18-25,WEST,BR0094,2023-11-09
CUST001490,60 +,N,BR0042,2025-11-21
CUST001491,41-60,East,BR0118,22/02/2021
CUST001492,60_plus,north,BR0034,2021-12-20
CUST001493,60_plus,N,BR0040,25/04/2019
CUST001494,18_25,east,BR0113,18/02/2019
CUST001495,41-60,E,br0030,2024-07-17
CUST001496,26-40, WEST ,BR0062,2023-12-31
CUST001497,18_25,North,BR0013,16/04/2026
CUST001498,,NORTH,BR0067,02/03/2026
CUST001499,18-25,EAST ,,2021-02-16
CUST001500,60+,WEST,BR0015,2020-08-20
CUST001501,60+,E,BR0111,11/10/2022
CUST001502,41-60,south,BR0086,2026-04-17
CUST001503,41-60,west,BR0048,08/04/2018
CUST001504,18-25,South,BR0058,07-01-2026
CUST001505,18_25,West,BR0038,2018-09-24
CUST001506,60 +,NORTH ,BR0002,05-07-2016
CUST001507,26-40,SOUTH,BR0102,13/04/2026
CUST001508,26-40,EAST,BR0118,2017-04-30
CUST001509,60_plus,E,BR0108,2021-04-03
CUST001510,41-60,N,BR0069,28-08-2025
CUST001511,18-25,East,BR0016,2026-04-08
CUST001512, 60+,W,BR0100,2016-05-14
CUST001513, 60+,WEST,BR0058,2020-03-20
CUST001514,60 +,East,BR0107,2025-01-30
CUST001515,18-25,WEST,BR0105,09/18/2019
CUST001516,18 - 25,South,BR0006,
CUST001517,18 - 25, WEST ,BR0006,14-10-2025
CUST001518,18-25,WEST,BR0118,06/28/2021
CUST001519, 18-25 ,NORTH ,BR0101,2018-02-06
CUST001520,41 - 60,NORTH,BR0099,
CUST001521,41-60, WEST ,BR0043,2024-10-10
CUST001522,60_plus,NORTH,BR0051,09-12-2016
CUST001523,,W,BR0052,11/01/2021
CUST001524,18-25, SOUTH,BR0026,2024-02-02
CUST001525, 18-25 ,W,BR0115,19/11/2025
CUST001526,18-25,West,BR0109,2023-06-16
CUST001527,26-40, SOUTH,BR0098,2019-03-11
CUST001528, 18-25 ,East,BR0101,01/19/2022
CUST001529,60_plus,North,BR0050,2017-03-02
CUST001530,26-40,West,BR0023,2025-09-16
CUST001531,60+,east,BR0017,2021-08-02
CUST001532,18-25,SOUTH,BR0019,22/02/2026
CUST001533,18 - 25,West,BR0116,2016-03-08
CUST001534,26-40,West,BR0118,2021-04-12
CUST001535,26-40,West,BR0054,2023-05-15
CUST001536,41-60 ,NORTH,BR0048,27/05/2025
CUST001537,18-25,NORTH,BR0030,2024-11-18
CUST001538,26-40,NORTH ,,2025-11-07
CUST001539, 18-25 ,E,BR0090,27/02/2018
CUST001540, 60+, SOUTH,BR0077,2017-08-04
CUST001541,26_40,E,BR0116,2015-10-18
CUST001542,41-60 ,West,BR0009,2023-01-27
CUST001543,26-40, SOUTH,BR0052,2024-10-06
CUST001544, 26-40,east,BR0065,2018-12-19
CUST001545,41_60,north,BR0058,2016-02-15
CUST001546,41-60,West,br0024,2015-10-06
CUST001547,41-60,EAST,BR0077,11/13/2016
CUST001548,60+,North,BR0038,2023-09-23
CUST001549,26 - 40,East,BR0118,12-11-2016
CUST001550,18 - 25,west,BR0116,2016-05-02
CUST001551,18-25,East,BR0120,2020-10-27
CUST001552,41-60,NORTH ,BR0057,26-05-2025
CUST001553,41 - 60,EAST,BR0086,03/21/2015
CUST001554,26-40,North,BR0075,10/29/2017
CUST001555,60+,EAST,BR0039,12/19/2019
CUST001556, 26-40,south,BR0044,2016-08-01
CUST001557, 60+,NORTH,BR0055,2016-04-26
CUST001558,60_plus, SOUTH,BR0089,20-11-2019
CUST001559,41-60,East,BR0051,
CUST001560,26 - 40,NORTH,BR0049,2023-10-10
CUST001561,41-60,S,BR0020,04/06/2022
CUST001562, 18-25 ,WEST,BR0001,2024-04-14
CUST001563,26-40, WEST ,br0018,07/03/2022
CUST001564,60+,west,BR0111,2024-07-01
CUST001565,26-40,SOUTH,BR0019,2019-03-09
CUST001566,60+,SOUTH,BR0015,2018-08-20
CUST001567,18-25,SOUTH,BR0078,11/28/2022
CUST001568, 18-25 ,WEST,BR0073,2017-07-07
CUST001569,41-60,N,BR0073,2025-07-20
CUST001570, 60+,north,BR0062,2019-11-05
CUST001571, 26-40,West,BR0036,13-03-2016
CUST001572,26-40,,BR0023,10-11-2017
CUST001573,26-40,SOUTH,BR0036,28-09-2019
CUST001574,18-25,E,BR0026,2015-04-17
CUST001575,18-25,South,BR0017,07-11-2017
CUST001576,41 - 60,S,BR0043,2023-11-17
CUST001577,18-25, SOUTH,BR0046,2020-01-12
CUST001578,18 - 25,NORTH ,BR0105,2025-07-14
CUST001579,18-25,SOUTH,BR0004,2021-03-10
CUST001580,26-40,SOUTH,BR0002,04/08/2023
CUST001581,60_plus,NORTH ,BR0051,27/06/2026
CUST001582,18-25,east,BR0057,28-05-2019
CUST001583,26 - 40,,BR0083,2019-04-04
CUST001584,26_40,NORTH,BR0019,01/30/2018
CUST001585,41-60,N,BR0082,01/21/2026
CUST001586,18 - 25,West,BR0093,24-11-2016
CUST001587,60+,East,BR0093,05/03/2025
CUST001588,41 - 60,South,BR0026,2020-05-27
CUST001589,41 - 60,WEST,BR0093,10/04/2023
CUST001590,41_60, WEST ,BR0115,07/11/2022
CUST001591,26_40,west,BR0120,07/29/2023
CUST001592,26-40,south,BR0003,06/13/2022
CUST001593,41-60 ,East,BR0077,29-04-2023
CUST001594,60+,SOUTH,BR0036,2017-08-30
CUST001595,41-60,E,BR0032,26/04/2024
CUST001596,41-60,NORTH ,BR0029,05/04/2017
CUST001597,18-25,NORTH ,BR0106,2017-09-12
CUST001598,60+,east,BR0047,2018-12-14
CUST001599,60+,WEST,BR0025,27-07-2015
CUST001600,41 - 60, SOUTH,BR0017,2022-04-07
CUST001601,18-25,NORTH,BR0081,11/07/2024
CUST001602,41-60,NORTH,BR0020,2017-11-14
CUST001603,60 +,SOUTH,BR0078,08/10/2017
CUST001604, 60+,NORTH ,BR0117,25-06-2023
CUST001605, 26-40,SOUTH,BR0024,14/11/2025
CUST001606,41-60 ,South,BR0020,2024-12-05
CUST001607,26-40,West,BR0029,2016-12-14
CUST001608,60_plus,N,BR0006,02/03/2026
CUST001609,26-40,NORTH,BR0020,26/12/2019
CUST001610,26 - 40, WEST ,BR0098,2024-01-11
CUST001611,41-60,South,BR0021,19/05/2017
CUST001612,26-40,South,BR0046,2022-07-28
CUST001613,60+,West,BR0083,25-11-2023
CUST001614,,East,BR0040,2022-04-07
CUST001615,18-25, SOUTH,BR0066,21-02-2020
CUST001616,41_60,EAST ,BR0041,11/28/2018
CUST001617,41-60,EAST,BR0099,2024-08-09
CUST001618, 18-25 ,S,BR0071,
CUST001619,26-40,West,BR0010,2017-02-26
CUST001620,26-40,S,BR0092,2024-01-19
CUST001621,60_plus,West,BR0055,16/10/2016
CUST001622,26-40,WEST,BR0044,28-08-2025
CUST001623,26 - 40,East,BR0012,2021-12-04
CUST001624,41-60,SOUTH,BR0076,2022-10-30
CUST001625,41-60 ,,,06/09/2024
CUST001626,41-60, WEST ,BR0074,10/12/2021
CUST001627,26_40,WEST,BR0043,2022-12-01
CUST001628,26-40,west,BR0079,2016-10-09
CUST001629,41-60,West,BR0007,2015-03-07
CUST001630, 26-40,West,BR0031,07/03/2021
CUST001631,41-60 ,EAST ,BR0032,14/11/2020
CUST001632,41 - 60,EAST,BR0040,26/06/2020
CUST001633,41-60,East,BR0035,2018-11-04
CUST001634,41-60 ,West,BR0086,2021-01-17
CUST001635, 18-25 ,North,BR0062,04/10/2021
CUST001636,26-40,west,BR0103,2017-10-26
CUST001637,41-60,EAST ,BR0019,23/03/2016
CUST001638,41-60,North,BR0060,2022-12-28
CUST001639,26-40,WEST,BR0056,11/25/2019
CUST001640,41-60 ,east,BR0029,2023-04-28
CUST001641,26-40,South,BR0032,2019-02-09
CUST001642,18-25,W,BR0095,21/11/2023
CUST001643,18-25,East,BR0036,2016-02-15
CUST001644,18 - 25, WEST ,BR0009,2015-11-04
CUST001645,18-25,EAST,BR0105,2024-06-20
CUST001646,41 - 60,South,BR0067,2020-03-30
CUST001647,41_60,North,BR0002,2020-09-08
CUST001648,18 - 25,west,BR0002,23-09-2025
CUST001649,41-60,North,BR0048,11/18/2018
CUST001650,41_60,North,BR0118,2017-11-06
CUST001651,18-25,South,BR0017,2016-04-24
CUST001652,60+,WEST,BR0061,15/03/2022
CUST001653,26-40,E,BR0112,10-07-2025
CUST001654,18-25,N,BR0044,27-04-2021
CUST001655,26-40, SOUTH,BR0010,2016-11-23
CUST001656, 60+,E,BR0118,2016-08-28
CUST001657,60+,S,BR0014,24-08-2020
CUST001658,41 - 60,NORTH ,BR0023,12-09-2023
CUST001659,60+,east,BR0015,10-03-2022
CUST001660,60+,N,BR0026,06/12/2024
CUST001661,41-60 ,W,BR0119,20/06/2015
CUST001662,41-60 ,EAST,BR0112,2025-01-19
CUST001663,26_40,South,BR0077,2021-01-04
CUST001664,60+,south,BR0003,2022-11-01
CUST001665,26-40,South,BR0015,2024-03-16
CUST001666,41-60,West,BR0060,2024-03-01
CUST001667,41 - 60,SOUTH,BR0010,2026-07-15
CUST001668,41-60,North,BR0098,13-01-2020
CUST001669,18-25,North,BR0048,11-07-2017
CUST001670, 60+, WEST ,BR0002,2022-04-30
CUST001671,60+,SOUTH,BR0050,2026-03-02
CUST001672,26-40, WEST ,BR0112,30-08-2017
CUST001673,26-40,N,BR0120,2016-09-07
CUST001674,18-25,E,BR0015,06/18/2026
CUST001675,18-25,West,BR0053,24-03-2021
CUST001676, 26-40,,BR0029,21-06-2015
CUST001677,,South,BR0025,2017-02-28
CUST001678,41-60,S,BR0120,16/05/2024
CUST001679,18-25,West,BR0097,2020-02-04
CUST001680, 26-40,West,BR0062,2026-05-05
CUST001681,60+,North,BR0040,2016-09-01
CUST001682,26-40,SOUTH,BR0109,01/11/2022
CUST001683, 18-25 ,NORTH ,BR0062,2015-12-22
CUST001684,41-60 ,north,BR0010,12/21/2024
CUST001685,18-25,W,BR0083,06-11-2022
CUST001686,18 - 25, SOUTH,BR0090,16/08/2023
CUST001687,41-60 ,south,BR0040,2018-08-24
CUST001688,41 - 60,NORTH ,BR0114,2015-07-04
CUST001689, 26-40,EAST,BR0074,01-02-2015
CUST001690,41 - 60,E,BR0080,2021-03-09
CUST001691,41-60,south,BR0067,10-12-2023
CUST001692,18_25,north,BR0002,18/07/2026
CUST001693,41-60,North,BR0059,2016-05-16
CUST001694,41-60 ,E,,06/04/2019
CUST001695,41_60,S,BR0061,18-05-2017
CUST001696,26-40,west,,12-01-2016
CUST001697,60+,,BR0046,08/11/2020
CUST001698, 60+,EAST ,BR0007,09-06-2015
CUST001699,26_40,NORTH,BR0097,2017-10-03
CUST001700,41-60,East,BR0006,09/10/2022
CUST001701,60+,NORTH ,BR0100,20-09-2022
CUST001702,60+,West,BR0110,2022-06-10
CUST001703,41_60,EAST ,BR0116,2022-04-21
CUST001704,60+,S,BR0001,2018-01-28
CUST001705,26-40,NORTH,BR0051,01/18/2017
CUST001706,60+, SOUTH,BR0055,11-07-2020
CUST001707,41-60 ,S,BR0022,2022-01-05
CUST001708,41_60,NORTH ,BR0044,2016-01-22
CUST001709,41_60,EAST ,BR0047,2018-03-02
CUST001710,41-60,WEST,BR0039,2025-04-21
CUST001711,26-40,W,BR0029,2024-06-13
CUST001712,26-40, SOUTH,BR0066,05/12/2018
CUST001713,41-60,,BR0106,2016-05-27
CUST001714,41_60,south,BR0062,2016-02-14
CUST001715,18-25,West,BR0112,2025-09-30
CUST001716, 26-40,north,BR0105,05/10/2020
CUST001717,60+,EAST,BR0074,2015-10-30
CUST001718,41_60,N,BR0107,2018-09-03
CUST001719,60 +,East,BR0050,03-09-2021
CUST001720, 60+,S,BR0048,15-05-2022
CUST001721, 26-40,North,BR0057,29/08/2016
CUST001722,26 - 40,WEST,BR0119,09/17/2021
CUST001723,41-60, SOUTH,BR0112,2017-05-08
CUST001724,18-25,EAST ,BR0015,10/01/2026
CUST001725,,N,BR0111,29/09/2018
CUST001726,18-25, WEST ,BR0029,08-01-2022
CUST001727,18 - 25,north,BR0087,2017-09-22
CUST001728,18-25,S,BR0040,2022-11-03
CUST001729, 18-25 ,E,BR0110,2021-05-10
CUST001730,41-60, SOUTH,BR0044,2026-02-16
CUST001731,26_40,E,BR0052,05/06/2020
CUST001732,18 - 25,EAST ,BR0082,2020-07-10
CUST001733,60_plus,W,BR0045,2023-07-09
CUST001734,18 - 25, SOUTH,BR0059,06/17/2024
CUST001735,60+,south,BR0011,16/07/2016
CUST001736,18-25,west,BR0027,2021-09-20
CUST001737,41-60,North,,2018-03-15
CUST001738, 26-40,east,BR0059,27-02-2020
CUST001739, 18-25 ,NORTH ,BR0034,30-01-2015
CUST001740,41-60 ,east,BR0045,2022-05-16
CUST001741,26_40,East,BR0055,08/09/2017
CUST001742,41 - 60,North,BR0027,2016-06-16
CUST001743,60_plus,E,BR0030,2025-08-26
CUST001744,18-25,N,BR0045,05/26/2024
CUST001745,26_40,East,BR0119,27/10/2018
CUST001746, 18-25 ,EAST ,BR0001,2015-06-11
CUST001747,41-60,south,BR0100,2016-09-08
CUST001748,41-60,South,BR0070,2025-08-24
CUST001749,41-60 ,South,BR0064,2019-02-28
CUST001750,26-40,N,BR0007,2024-09-05
CUST001751,, WEST ,BR0022,2015-10-15
CUST001752,26_40,West,BR0047,2015-09-13
CUST001753,41-60,West,BR0103,2025-05-07
CUST001754,26-40,South,BR0027,04-12-2015
CUST001755,18 - 25,South,BR0103,07-04-2021
CUST001756,60+,NORTH ,BR0059,03/16/2016
CUST001757,26-40,South,BR0012,2022-09-05
CUST001758,41-60,N,BR0095,22/08/2025
CUST001759,18-25,west,BR0029,08-10-2016
CUST001760,41 - 60,south,BR0106,2022-11-13
CUST001761,18-25,north,BR0069,30/10/2018
CUST001762,60 +,west,BR0055,10-07-2026
CUST001763,60_plus,N,BR0040,2020-03-05
CUST001764, 18-25 ,NORTH ,BR0109,2021-09-29
CUST001765,26_40,South,BR0030,2024-10-20
CUST001766, 18-25 ,S,BR0053,
CUST001767,18-25,West,br0046,
CUST001768,18-25,West,BR0096,14-05-2020
CUST001769, 18-25 ,NORTH,BR0052,2017-01-26
CUST001770,26-40,West,BR0095,24-04-2025
CUST001771,60+,east,BR0108,2024-07-15
CUST001772,26-40,East,BR0016,06/24/2020
CUST001773, 18-25 ,EAST,BR0072,2022-05-25
CUST001774,41-60,south,,2023-02-21
CUST001775,41_60,west,BR0074,17/02/2021
CUST001776,26 - 40,N,BR0113,14-02-2018
CUST001777,18 - 25,South,BR0077,2015-01-10
CUST001778,26-40,NORTH ,BR0042,15-01-2023
CUST001779,41-60,south,,2016-12-15
CUST001780, 26-40,N,BR0054,2022-05-05
CUST001781,60+,NORTH ,BR0029,2015-07-12
CUST001782, 26-40,NORTH,BR0113,07-11-2017
CUST001783,60+,SOUTH,BR0034,2015-04-05
CUST001784,41-60,east,BR0006,26/12/2018
CUST001785,60+,EAST ,BR0004,2020-04-22
CUST001786,26 - 40,south,BR0072,2024-03-11
CUST001787,41-60, SOUTH,BR0024,2026-06-04
CUST001788,60+,West,BR0036,29/11/2024
CUST001789, 60+,E,BR0060,07-05-2016
CUST001790,18_25,N,BR0073,2018-04-07
CUST001791,41-60,EAST ,BR0097,2017-06-23
CUST001792,60+,East,BR0074,19-12-2023
CUST001793,41 - 60,NORTH,BR0079,2016-10-19
CUST001794,18 - 25,East,BR0076,11/04/2026
CUST001795,41-60 ,NORTH ,BR0111,16/03/2017
CUST001796,26-40,east,BR0096,2019-03-08
CUST001797,60+,WEST,BR0031,2026-05-01
CUST001798,26-40,SOUTH,BR0071,2016-02-10
CUST001799,18-25,WEST,BR0097,19/06/2025
CUST001800,18 - 25,West,BR0046,22-02-2016
CUST001801,41 - 60,east,BR0081,2024-10-24
CUST001802,26 - 40,West,BR0087,2015-01-29
CUST001803,18 - 25,NORTH ,BR0004,07/17/2025
CUST001804,26 - 40,west,BR0100,07/08/2022
CUST001805, 60+,North,,21/03/2023
CUST001806,18-25,east,BR0099,2019-03-06
CUST001807, 60+,W,BR0049,2020-10-27
CUST001808,60_plus,EAST,BR0089,07-03-2023
CUST001809,26-40,NORTH ,BR0106,10/09/2025
CUST001810,41-60,East,BR0028,25-12-2019
CUST001811,41-60 ,NORTH,BR0014,03/09/2016
CUST001812,26-40,EAST,BR0093,15-09-2023
CUST001813,26-40,East,BR0012,28/08/2017
CUST001814,60_plus, SOUTH,BR0104,2017-09-28
CUST001815,41-60,North,BR0010,23/05/2022
CUST001816,41-60 ,north,BR0020,09/01/2016
CUST001817,60+,WEST,BR0101,18/04/2023
CUST001818,60_plus,EAST,BR0004,2026-03-20
CUST001819,41 - 60, SOUTH,BR0008,11/19/2021
CUST001820,26_40,north,BR0042,2023-08-07
CUST001821,41-60,W,BR0019,30/07/2026
CUST001822,60_plus,SOUTH,BR0115,09/22/2025
CUST001823,26-40, WEST ,BR0018,02-09-2024
CUST001824,18_25,north,BR0120,2020-03-29
CUST001825,41-60,EAST,BR0107,27-06-2019
CUST001826,41-60 ,west,BR0041,2022-03-20
CUST001827, 60+, WEST ,BR0045,22-09-2016
CUST001828, 26-40, SOUTH,BR0052,2019-08-17
CUST001829,26 - 40,NORTH,BR0107,2025-12-28
CUST001830,60+,north,BR0114,06/01/2021
CUST001831,26-40,NORTH ,BR0002,2019-01-07
CUST001832, 60+,NORTH,BR0114,2021-01-09
CUST001833, 60+,NORTH ,BR0114,2016-10-20
CUST001834,18-25,north,BR0027,2019-02-12
CUST001835,26-40,West,BR0101,2015-02-13
CUST001836,18 - 25,east,BR0113,2022-04-16
CUST001837,26-40, SOUTH,BR0111,23/08/2017
CUST001838,18-25,WEST,BR0056,05/06/2022
CUST001839, 26-40,East,BR0034,2023-05-19
CUST001840,60+, WEST ,BR0097,2018-10-21
CUST001841, 18-25 ,S,BR0024,17/09/2021
CUST001842,18-25,N,BR0116,
CUST001843,26-40,North,BR0116,2016-05-01
CUST001844,26-40,North,BR0075,22-05-2021
CUST001845,26-40,south,BR0051,2017-12-19
CUST001846,41-60 ,SOUTH,BR0101,17/08/2018
CUST001847,41-60 ,SOUTH,BR0032,2016-09-08
CUST001848,41-60,NORTH ,BR0100,07/23/2019
CUST001849, 18-25 , WEST ,BR0030,2023-12-28
CUST001850,41_60,west,BR0115,2024-07-19
CUST001851,,S,BR0041,2019-04-15
CUST001852,41 - 60,,BR0013,2018-02-17
CUST001853,41-60,N,BR0063,2018-02-18
CUST001854,26-40,East,BR0012,14-09-2020
CUST001855, 18-25 ,north,BR0062,29/07/2023
CUST001856,26-40,west,BR0112,2022-08-19
CUST001857,41_60,E,BR0046,11/08/2018
CUST001858,60 +, SOUTH,BR0003,2025-10-25
CUST001859,26-40,south,BR0011,2018-07-26
CUST001860,18-25,EAST ,BR0114,2024-03-22
CUST001861,,South,BR0036,04-12-2018
CUST001862,60_plus,WEST,,08/09/2022
CUST001863,41_60,NORTH ,BR0083,2016-09-05
CUST001864,26-40,S,BR0018,2017-02-06
CUST001865,60+,WEST,BR0019,2022-03-09
CUST001866,60+,West,BR0028,2022-12-09
CUST001867,26_40,EAST ,BR0106,01-01-2020
CUST001868,26_40,east,BR0056,2017-03-23
CUST001869,41-60, SOUTH,BR0061,2023-02-13
CUST001870,18_25,south,BR0024,22/03/2021
