transaction_id,customer_id,payment_channel,transaction_amount,transaction_status,transaction_timestamp
TXN0000744,CUST002002,Upi,-590.71,FAILED,27-02-2026 00:35
TXN0000745,CUST002277,NEFT,916.78,SUCCESS,2026-05-05 09:33:59
TXN0000746,CUST002448,neft,978.52,Success,2026-02-23 13:38:22
TXN0000747,CUST003202,neft,0,success,10/04/2026 11:59:49
TXN0000748,CUST000200,IMPS,268.57,SUCCESS,2026-07-20 22:32:51
TXN0000749,CUST001497,Upi,688.02,SUCCESS,17-06-2026 23:37
TXN0000750,CUST002077,Imps,657.9,SUCCESS,20-04-2026 03:33
TXN0000751,CUST000821,Bill_Pay,645.46,SUCCESS,2026-04-11 04:07:25
TXN0000752,CUST000199,BILL_PAY,1774.58,success,2026-03-09 05:24:06
TXN0000753,CUST002516,NEFT,673.46,SUCCESS,2026-04-01 15:40:43
TXN0000754,CUST003321,Imps,137.8,Success,2026-01-16 13:11:18
TXN0000755,CUST004167,NEFT,320.08,success,04/01/2026 19:22:14
TXN0000756,CUST000916,Upi,531.46,success,2026-03-21 17:04:14
TXN0000757,CUST003451,IMPS,711.93,TIMED_OUT,2026-02-04 11:55:37
TXN0000758,CUST004665,Neft,"1,255.93",SUCCESS,16/01/2026 11:21:50
TXN0000759,CUST004743,IMPS,718.65,success,2026-02-26 21:34:35
TXN0000760,CUST002010,upi,62.14,SUCCESS,16/04/2026 16:48:25
TXN0000761,CUST000432,BILL_PAY,155.77,SUCCESS,2026-03-20 02:22:27
TXN0000762,CUST001029,Neft,1366.37,Success,09/03/2026 20:44:38
TXN0000763,CUST003714,NEFT,-514.85,SUCCESS,01/02/2026 01:18 AM
TXN0000764,CUST003623,IMPS,3979.34,TIMED_OUT,2026-04-16 04:57:45
TXN0000765,CUST001688,upi,795.05,TIMED_OUT,2026-04-13 15:45:35
TXN0000766,CUST002260,Imps,443.85,SUCCESS,2026-03-25 07:02:56
TXN0000767,CUST003626,BILL PAY,-318.59,SUCCESS,2026-03-12 03:06:55
TXN0000768,CUST000335,UPI,,SUCCESS,25-05-2026 10:45
TXN0000769,CUST002144,NEFT,806.49,success,20-06-2026 05:53
TXN0000770,CUST001158,IMPS,667.58,SUCCESS,2026-02-15 16:10:21
TXN0000771,CUST000580,upi,2078.63,Success,2026-03-26 00:28:59
TXN0000772,CUST004182,imps,111.96,Success,01-07-2026 04:03
TXN0000773,CUST004689,upi,Rs.128.99,SUCCESS,2026-06-28 11:18:02
TXN0000774,CUST000020,bill_pay,507.9,success,2026-01-31 20:29:30
TXN0000775,CUST005023,BILL PAY,"1,273.79",SUCCESS,2026-01-19 04:19:46
TXN0000776,CUST002847,imps,1654.06,success,2026-07-19 15:56:25
TXN0000777,CUST001230,UPI,333.01,Success,18-06-2026 02:50
TXN0000778,CUST003991,bill_pay,29.69,SUCCESS,2026-02-13 05:42:21
TXN0000779,CUST000629,UPI,345.33,success,2026-03-29 19:49:46
TXN0000780,CUST003426,IMPS,1064.4,Success,18-03-2026 02:53
TXN0000781,CUST000754,UPI,653.03,SUCCESS,11-03-2026 16:05
TXN0000782,CUST003778,IMPS,1332.95,success,2026-03-10 19:20:45
TXN0000783,CUST000792,Upi,2795.83,Success,18/07/2026 20:56:32
TXN0000784,CUST004029,upi,Rs.549.92,SUCCESS,08-02-2026 10:25
TXN0000785,CUST002096,UPI,390.75,SUCCESS,2026-02-15 12:13:49
TXN0000786,CUST000914,BILL PAY,230.04,Success,2026-01-30 14:59:52
TXN0000787,CUST004900,BILL_PAY,128.22,SUCCESS,2026-06-20 05:00:54
TXN0000788,CUST001377,NEFT,Rs.95.94,success,2026-06-05 14:08:57
TXN0000789,CUST000462,NEFT,298.01,success,2026-02-24 05:27:49
TXN0000790,CUST002418,upi,2316.67,success,2026-03-07 12:02:48
TXN0000791,CUST003716,Imps,"1,500.44",SUCCESS,2026-05-02 22:24:40
TXN0000792,CUST000914,neft,370.37,Failed,
TXN0000793,CUST001445,IMPS,8855.29,success,2026-03-25 19:41:01
TXN0000794,CUST000910,NEFT,321.55,FAILED,2026-06-20 13:54:56
TXN0000795,CUST004983,bill_pay,3171.91,Success,2026-03-08 21:25:47
TXN0000796,CUST002277,NEFT,4332.12,SUCCESS,2026-04-07 03:33:09
TXN0000797,CUST005113,Neft,1155.13,Success,04/21/2026 07:05 PM
TXN0000798,CUST001104,BILL_PAY,294.93,success,2026-01-30 18:50:23
TXN0000799,CUST000812,IMPS,429.07,SUCCESS,24-01-2026 16:25
TXN0000800,CUST001372,neft,-830.16,Success,06-06-2026 05:21
TXN0000801,CUST002880,BILL_PAY,132.09,SUCCESS,2026-02-01 10:13:03
TXN0000802,CUST002177,bill_pay,207.28,SUCCESS,2026-05-31 19:13:43
TXN0000803,CUST002354,IMPS,189.37,SUCCESS,07/27/2026 03:00 AM
TXN0000804,CUST004900,imps,1266.46,success,2026-07-07 09:04:54
TXN0000805,CUST003081,BILL_PAY,2759.61,success,2026-01-02 22:58:03
TXN0000806,CUST004016,BILL PAY,"1,576.16",Success,2026-05-14 02:56:55
TXN0000807,CUST000361,imps,2197.9,success,2026-02-26 12:21:57
TXN0000808,CUST000278,Upi,268.23,SUCCESS,22-05-2026 20:58
TXN0000809,CUST001520,BILL PAY,451.59,SUCCESS,2026-03-03 08:23:09
TXN0000810,CUST004789,imps,492.26,success,2026-06-30 10:10:40
TXN0000811,CUST002325,Upi,1149.48,success,05/07/2026 11:11 AM
TXN0000812,CUST002756,imps,8937.43,TIMED_OUT,2026-01-27 03:30:51
TXN0000813,CUST000305,NEFT,307.29,Timed_Out,11/03/2026 10:28:41
TXN0000814,CUST003386,UPI,2025.17,success,29-05-2026 12:17
TXN0000815,CUST005067,BILL_PAY,4163.71,SUCCESS,2026-03-03 07:16:26
TXN0000816,CUST004374,UPI,1223.42,Success,2026-07-22 10:47:07
TXN0000817,CUST002594,BILL PAY,429.26,FAILED,2026-03-27 17:37:56
TXN0000818,CUST000062,Imps,242.97,SUCCESS,17/02/2026 05:28:44
TXN0000819,CUST002980,Bill_Pay,189.85,success,24/05/2026 23:09:30
TXN0000820,CUST000007,imps,62.83,Success,2026-05-26 15:53:40
TXN0000821,CUST001089,UPI,Rs.510.04,Failed,26-02-2026 09:47
TXN0000822,CUST001581,,477.15,SUCCESS,12-03-2026 00:07
TXN0000823,CUST003741,Imps,1867.9,failed,19-04-2026 22:11
TXN0000824,CUST002791,IMPS,330.4,success,13/05/2026 19:23:05
TXN0000825,CUST004477,UPI,544.27,Success,19-02-2026 08:15
TXN0000826,CUST002532,imps,933.64,SUCCESS,17/06/2026 10:51:10
TXN0000827,CUST002647,BILL_PAY,1198.91,SUCCESS,27-02-2026 17:09
TXN0000828,CUST004028,Bill_Pay,1606.56,SUCCESS,07/01/2026 06:38 AM
TXN0000829,CUST004665,NEFT,826.52,timed_out,20-06-2026 07:37
TXN0000830,CUST001854,UPI,140.3,FAILED,2026-03-07 05:29:59
TXN0000831,CUST001648,Bill_Pay,1074.52,SUCCESS,02/21/2026 07:44 PM
TXN0000832,CUST000168,IMPS,304.41,Success,2026-01-21 06:02:50
TXN0000833,CUST005134,Imps,"Rs.2,939.34",success,2026-04-28 06:11:50
TXN0000834,CUST000497,IMPS,682.34,SUCCESS,07-04-2026 09:09
TXN0000835,CUST000652,IMPS,887.94,Success,2026-01-09 06:06:55
TXN0000836,CUST002991,BILL PAY,0,,29-05-2026 23:02
TXN0000837,CUST001432,BILL_PAY,1642.56,SUCCESS,2026-04-11 05:53:13
TXN0000838,CUST003073,BILL PAY,"1,050.89",Success,2026-05-19 01:50:56
TXN0000839,CUST000308,bill_pay,563.32,SUCCESS,2026-02-24 15:25:12
TXN0000840,CUST001935,NEFT,153.06,SUCCESS,2026-02-27 06:44:09
TXN0000841,CUST003160,IMPS,-517.58,success,2026-03-22 00:18:49
TXN0000842,CUST003567,imps,239.7,success,2026-04-28 23:02:12
TXN0000843,CUST004084,IMPS,4933.9,SUCCESS,31-05-2026 23:29
TXN0000844,CUST002386,IMPS,"Rs.1,068.07",SUCCESS,2026-02-16 17:17:24
TXN0000845,CUST003312,UPI,2796.04,success,2026-03-16 14:52:06
TXN0000846,CUST001914,upi,319.98,SUCCESS,19-01-2026 19:10
TXN0000847,CUST001655,NEFT,259.34,TIMED_OUT,05/28/2026 05:24 PM
TXN0000848,CUST004764,Imps,1448.0,success,2026-05-30 07:08:10
TXN0000849,CUST000628,BILL PAY,229.3,SUCCESS,2026-03-24 04:25:04
TXN0000850,CUST004555,IMPS,393.49,failed,12/06/2026 23:29:44
TXN0000851,CUST001636,bill_pay,5283.57,FAILED,10-04-2026 17:40
TXN0000852,CUST003847,BILL_PAY,411.76,SUCCESS,2026-03-10 20:12:15
TXN0000853,CUST001404,bill_pay,121.26,,20-04-2026 05:48
TXN0000854,CUST001904,IMPS,Rs.80.40,SUCCESS,05-05-2026 17:28
TXN0000855,CUST003670,bill_pay,106.61,SUCCESS,2026-03-01 14:54:10
TXN0000856,CUST005034,BILL_PAY,3026.31,success,15-07-2026 14:36
TXN0000857,CUST004179,IMPS,343.01,SUCCESS,01-02-2026 05:31
TXN0000858,CUST002746,BILL PAY,14326.11,SUCCESS,2026-05-03 15:20:09
TXN0000859,CUST003347,Upi,4232.43,SUCCESS,24/02/2026 06:45:36
TXN0000860,CUST002918,BILL PAY,7385.78,success,2026-06-03 19:19:29
TXN0000861,CUST004827,bill_pay,2273.04,Success,2026-04-28 18:14:07
TXN0000862,CUST003739,BILL_PAY,1354.29,Success,2026-02-20 15:22:03
TXN0000863,CUST001090,BILL PAY,249.18,SUCCESS,01-03-2026 09:37
TXN0000864,CUST004190,BILL_PAY,662.45,SUCCESS,13-07-2026 16:55
TXN0000865,CUST004965,NEFT,1534.05,success,15/01/2026 13:01:47
TXN0000866,CUST004961,imps,2093.03,success,2026-07-30 08:53:03
TXN0000867,CUST001549,IMPS,169.01,SUCCESS,2026-01-05 01:52:51
TXN0000868,CUST004056,IMPS,527.22,SUCCESS,2026-01-20 06:42:28
TXN0000869,CUST001569,Imps,602.32,SUCCESS,2026-04-08 03:57:20
TXN0000870,CUST004980,UPI,574.73,SUCCESS,05/15/2026 12:50 AM
TXN0000871,CUST003781,UPI,194.61,SUCCESS,2026-05-02 16:32:58
TXN0000872,CUST001692,BILL_PAY,-6154.33,Success,2026-06-18 00:05:33
TXN0000873,CUST001813,BILL_PAY,506.85,Success,09/04/2026 01:34:45
TXN0000874,CUST005145,imps,210.33,SUCCESS,28-03-2026 09:19
TXN0000875,CUST002410,Bill_Pay,6383.7,Success,2026-07-06 01:50:53
TXN0000876,CUST004571,NEFT,4238.19,SUCCESS,2026-04-21 00:59:57
TXN0000877,CUST002634,IMPS,787.66,success,2026-04-25 10:53:31
TXN0000878,CUST004391,NEFT,79.67,Failed,2026-06-13 13:50:00
TXN0000879,CUST001656,BILL_PAY,380.22,Failed,2026-04-11 05:30:46
TXN0000880,CUST001574,UPI,98.14,Success,03-03-2026 04:30
TXN0000881,CUST003971,Bill_Pay,1231.91,Success,13-01-2026 01:31
TXN0000882,CUST001125,Upi,350.99,SUCCESS,27-01-2026 13:58
TXN0000883,CUST001519,bill_pay,643.54,SUCCESS,11-03-2026 00:21
TXN0000884,CUST000588,Upi,5578.65,SUCCESS,2026-02-20 12:21:15
TXN0000885,CUST002669,UPI,322.9,SUCCESS,2026-05-10 05:21:50
TXN0000886,CUST002857,Upi,1167.39,Success,01/04/2026 06:26 AM
TXN0000887,CUST003739,Upi,1667.86,TIMEDOUT,30-05-2026 05:04
TXN0000888,CUST003656,bill_pay,2899.58,SUCCESS,06/27/2026 02:57 AM
TXN0000889,CUST002865,UPI,589.82,Success,2026-04-24 02:33:30
TXN0000890,CUST002984,Neft,520.92,SUCCESS,2026-01-09 04:25:49
TXN0000891,CUST000126,bill_pay,-506.86,success,2026-02-02 17:18:59
TXN0000892,CUST003394,upi,1033.64,SUCCESS,04/04/2026 22:28:15
TXN0000893,CUST001582,upi,3988.72,SUCCESS,10-01-2026 18:59
TXN0000894,CUST004545,Imps,480.42,SUCCESS,2026-06-28 07:17:54
TXN0000895,CUST001515,,36.27,SUCCESS,11-01-2026 18:28
TXN0000896,CUST004547,,1921.49,FAILED,10-03-2026 14:08
TXN0000897,CUST004970,IMPS,720.82,failed,04/17/2026 12:09 PM
TXN0000898,CUST000534,IMPS,1235.37,SUCCESS,2026-02-20 15:38:17
TXN0000899,CUST004168,NEFT,102.0,SUCCESS,2026-04-24 01:41:14
TXN0000900,CUST003107,imps,352.53,timed_out,2026-04-07 21:21:57
TXN0000901,CUST004598,upi,1725.23,success,2026-07-11 12:47:11
TXN0000902,CUST004995,upi,147.65,SUCCESS,2026-04-10 20:21:49
TXN0000903,CUST003669,BILL_PAY,1164.11,Success,22/07/2026 18:55:06
TXN0000904,CUST001748,upi,637.29,SUCCESS,2026-02-12 16:17:17
TXN0000905,CUST002394,IMPS,0,,
TXN0000906,CUST002148,neft,251.56,SUCCESS,2026-04-16 16:47:40
TXN0000907,CUST000977,IMPS,196.57,FAILED,26/01/2026 09:55:27
TXN0000908,CUST004893,IMPS,716.24,Success,2026-02-05 07:08:36
TXN0000909,CUST003704,imps,821.99,Success,2026-07-07 00:07:28
TXN0000910,CUST004871,BILL_PAY,428.19,success,2026-02-16 04:05:48
TXN0000911,CUST003437,Bill_Pay,183.72,SUCCESS,01/31/2026 11:33 PM
TXN0000912,CUST000408,bill_pay,19.97,Failed,2026-06-10 08:35:49
TXN0000913,CUST000544,upi,1123.13,SUCCESS,2026-03-30 05:02:59
TXN0000914,CUST000411,UPI,1967.9,success,30-03-2026 10:25
TXN0000915,CUST003200,,1398.26,SUCCESS,2026-05-29 22:00:08
TXN0000916,CUST004655,Upi,7855.7,SUCCESS,2026-03-31 14:11:08
TXN0000917,CUST004040,Bill_Pay,534.07,SUCCESS,26-06-2026 22:22
TXN0000918,CUST000511,NEFT,3462.87,SUCCESS,2026-05-27 00:01:37
TXN0000919,CUST000355,IMPS,306.39,SUCCESS,2026-06-29 05:51:04
TXN0000920,CUST005199,Neft,254.93,Success,01/15/2026 12:25 PM
TXN0000921,CUST002661,NEFT,770.63,Success,31-05-2026 08:28
TXN0000922,CUST003679,Imps,4673.27,failed,25-04-2026 11:22
TXN0000923,CUST000172,BILL_PAY,,timed_out,2026-06-08 09:52:56
TXN0000924,CUST003945,BILL_PAY,101.92,SUCCESS,17/04/2026 03:13:12
TXN0000925,CUST003321,imps,1919.33,success,14-03-2026 14:34
TXN0000926,CUST004258,BILL PAY,605.83,Success,2026-04-01 00:26:51
TXN0000927,CUST001955,BILL PAY,951.94,Success,17-05-2026 07:27
TXN0000928,CUST004036,upi,269.85,SUCCESS,2026-07-28 08:30:35
TXN0000929,CUST001710,upi,761.98,Success,2026-07-27 14:07:48
TXN0000930,CUST000516,BILL_PAY,118.4,Success,2026-06-09 17:19:09
TXN0000931,CUST002960,UPI,6297.81,success,2026-01-26 07:53:16
TXN0000932,CUST001916,imps,2431.0,success,2026-03-06 23:50:21
TXN0000933,CUST004741,Imps,Rs.721.57,Success,2026-01-30 22:26:07
TXN0000934,CUST005127,NEFT,"1,850.72",SUCCESS,2026-03-25 04:00:02
TXN0000935,CUST003868,,307.27,success,2026-03-24 21:00:49
TXN0000936,CUST004140,neft,,FAILED,2026-04-18 12:55:22
TXN0000937,CUST000390,Neft,445.09,Success,2026-02-21 01:27:34
TXN0000938,CUST003110,Upi,409.78,FAILED,13/01/2026 17:09:38
TXN0000939,CUST003475,UPI,211.42,SUCCESS,2026-07-23 08:15:40
TXN0000940,CUST002995,BILL_PAY,1105.79,Success,2026-05-27 02:27:20
TXN0000941,CUST003113,BILL_PAY,684.76,Timed_Out,2026-05-24 06:42:29
TXN0000942,CUST003813,Neft,3621.58,Success,07/12/2026 05:30 PM
TXN0000943,CUST004637,Bill_Pay,185.88,failed,2026-04-28 21:27:47
TXN0000944,CUST000524,imps,1112.06,SUCCESS,06-01-2026 10:24
TXN0000945,CUST002289,upi,2765.19,Success,2026-06-20 08:57:19
TXN0000946,CUST003744,Imps,14875.58,Failed,2026-03-18 00:58:29
TXN0000947,CUST004135,imps,839.88,SUCCESS,2026-05-09 03:33:13
TXN0000948,CUST000725,NEFT,435.37,Success,2026-01-14 09:56:28
TXN0000949,CUST005096,BILL_PAY,Rs.814.16,Success,19/01/2026 01:01:16
TXN0000950,CUST002872,upi,3232.84,,30-01-2026 23:21
TXN0000951,CUST000194,neft,3230.97,Success,19-06-2026 21:43
TXN0000952,CUST002691,Bill_Pay,577.27,Success,07-04-2026 12:25
TXN0000953,CUST003929,Imps,3153.89,success,2026-05-17 22:18:26
TXN0000954,CUST000480,BILL_PAY,647.14,success,18/03/2026 17:07:32
TXN0000955,CUST002039,BILL_PAY,1823.92,SUCCESS,06/19/2026 11:30 PM
TXN0000956,CUST000746,Neft,"1,281.88",Success,2026-04-07 04:20:35
TXN0000957,CUST001804,upi,415.67,SUCCESS,2026-01-22 23:52:05
TXN0000958,CUST001248,bill_pay,219.89,success,2026-03-13 16:23:06
TXN0000959,CUST004739,UPI,2865.76,SUCCESS,01/24/2026 04:57 AM
TXN0000960,CUST003558,Bill_Pay,4128.13,SUCCESS,16-05-2026 00:23
TXN0000961,CUST004737,Neft,1079.74,SUCCESS,27-07-2026 00:25
TXN0000962,CUST002629,NEFT,646.11,SUCCESS,08-02-2026 09:10
TXN0000963,CUST001181,NEFT,161.6,Success,07/06/2026 07:31 PM
TXN0000964,CUST003584,imps,2766.16,SUCCESS,2026-07-18 12:06:57
TXN0000965,CUST003208,neft,934.44,SUCCESS,2026-07-12 16:17:18
TXN0000966,CUST004624,Imps,487.51,SUCCESS,10-05-2026 16:25
TXN0000967,CUST000386,Bill_Pay,1892.32,Success,2026-05-01 09:52:17
TXN0000968,CUST002633,Imps,132.27,SUCCESS,27-03-2026 02:51
TXN0000969,CUST002112,IMPS,200.26,success,2026-03-09 22:09:54
TXN0000970,CUST000534,Imps,294.92,SUCCESS,2026-04-29 15:48:16
TXN0000971,CUST000973,BILL_PAY,1232.36,FAILED,2026-06-19 05:06:32
TXN0000972,CUST003608,Bill_Pay,825.09,SUCCESS,15-03-2026 07:04
TXN0000973,CUST003375,BILL_PAY,"1,424.63",SUCCESS,03/09/2026 08:44 AM
TXN0000974,CUST002291,UPI,"2,519.06",Failed,2026-05-23 09:35:37
TXN0000975,CUST001748,NEFT,1490.83,SUCCESS,26-06-2026 06:47
TXN0000976,CUST002321,Upi,6501.96,Success,2026-07-05 11:28:14
TXN0000977,CUST000966,BILL_PAY,2511.15,SUCCESS,17/07/2026 22:46:34
TXN0000978,CUST003524,Upi,-575.67,success,07-02-2026 00:14
TXN0000979,CUST000973,NEFT,349.89,SUCCESS,19-03-2026 16:59
TXN0000980,CUST002304,NEFT,596.67,failed,2026-07-02 23:06:41
TXN0000981,CUST002730,Neft,"Rs.1,558.29",SUCCESS,2026-07-25 07:05:50
TXN0000982,CUST000842,UPI,394.42,FAILED,05/09/2026 09:19 AM
TXN0000983,CUST003323,Imps,1614.16,SUCCESS,21-02-2026 11:25
TXN0000984,CUST000088,NEFT,1391.92,TIMED_OUT,2026-07-21 09:37:33
TXN0000985,CUST000698,neft,216.47,success,2026-06-14 14:18:35
TXN0000986,CUST001345,NEFT,2448.37,SUCCESS,2026-03-10 07:41:26
TXN0000987,CUST001294,bill_pay,1033.54,SUCCESS,2026-03-12 12:57:44
TXN0000988,CUST000506,NEFT,6037.95,SUCCESS,2026-01-01 23:57:22
TXN0000989,CUST004745,Neft,Rs.649.82,success,2026-04-30 04:38:15
TXN0000990,CUST003855,NEFT,462.29,SUCCESS,11/04/2026 00:00:31
TXN0000991,CUST000797,Imps,187.84,success,2026-03-21 10:12:28
TXN0000992,CUST004061,UPI,184.68,success,29/03/2026 12:31:08
TXN0000993,CUST002863,UPI,2080.51,failed,18-02-2026 03:18
TXN0000994,CUST003582,NEFT,5180.91,SUCCESS,04/06/2026 04:20:46
TXN0000995,CUST000219,,586.79,success,2026-03-11 09:13:57
TXN0000996,CUST004916,IMPS,543.17,success,2026-06-12 02:05:44
TXN0000997,CUST002326,UPI,Rs.723.47,success,2026-07-09 17:00:55
TXN0000998,CUST002299,UPI,2681.83,SUCCESS,27-03-2026 01:33
TXN0000999,CUST001069,NEFT,218.59,Success,16-05-2026 19:00
TXN0001000,CUST004025,Imps,885.4,FAILED,2026-05-19 14:47:17
TXN0001001,CUST000261,Imps,2143.59,Failed,2026-03-02 16:41:20
TXN0001002,CUST003100,Imps,1213.56,Success,06/03/2026 14:35:37
TXN0001003,CUST000282,NEFT,25.95,SUCCESS,24-03-2026 04:59
TXN0001004,CUST004234,BILL_PAY,1500.35,Success,2026-04-18 15:47:45
TXN0001005,CUST001204,bill_pay,1228.37,FAILED,30-01-2026 08:02
TXN0001006,CUST003165,BILL_PAY,3457.81,SUCCESS,2026-04-28 21:10:59
TXN0001007,CUST003637,IMPS,4604.24,SUCCESS,2026-07-05 13:20:12
TXN0001008,CUST004075,Upi,"3,222.45",SUCCESS,2026-07-23 02:03:39
TXN0001009,CUST004036,upi,728.16,SUCCESS,2026-07-10 19:45:47
TXN0001010,CUST003543,Neft,97.28,SUCCESS,2026-06-22 22:24:06
TXN0001011,CUST003042,bill_pay,9001.36,TIMED_OUT,2026-03-25 16:36:22
TXN0001012,CUST004892,upi,538.58,Success,25-01-2026 20:40
TXN0001013,CUST004913,BILL_PAY,700.87,SUCCESS,2026-05-28 19:39:31
TXN0001014,CUST001957,BILL_PAY,5085.06,success,2026-03-02 01:56:46
TXN0001015,CUST000298,imps,-272.88,,2026-05-03 08:42:58
TXN0001016,CUST001074,BILL PAY,136.45,Success,2026-03-10 23:53:38
TXN0001017,CUST001914,BILL_PAY,397.36,TIMED_OUT,2026-07-23 01:18:45
TXN0001018,CUST002596,IMPS,289.77,SUCCESS,
TXN0001019,CUST004848,NEFT,123.03,SUCCESS,04-06-2026 04:07
TXN0001020,CUST003330,UPI,602.01,SUCCESS,2026-04-16 06:28:12
TXN0001021,CUST002812,Bill_Pay,-734.31,SUCCESS,28/06/2026 01:06:12
TXN0001022,CUST002665,neft,115.69,SUCCESS,2026-04-06 06:09:56
TXN0001023,CUST004663,Imps,458.95,Success,27/02/2026 14:54:52
TXN0001024,CUST004830,Upi,269.73,SUCCESS,2026-03-09 07:43:44
TXN0001025,CUST001787,UPI,70.09,Failed,2026-03-03 10:55:47
TXN0001026,CUST002570,bill_pay,763.59,success,2026-03-16 12:45:42
TXN0001027,CUST000934,bill_pay,859.06,SUCCESS,02-07-2026 19:30
TXN0001028,CUST001497,Bill_Pay,Rs.269.79,SUCCESS,10-01-2026 09:33
TXN0001029,CUST002540,upi,2419.24,SUCCESS,22-06-2026 09:36
TXN0001030,CUST004046,IMPS,682.37,SUCCESS,07-01-2026 18:02
TXN0001031,CUST003378,Upi,284.27,Success,16-03-2026 23:00
TXN0001032,CUST000430,NEFT,108.15,Success,19-07-2026 23:10
TXN0001033,CUST003386,BILL PAY,916.49,Success,2026-03-03 19:10:39
TXN0001034,CUST003175,BILL_PAY,1224.72,Success,03/09/2026 02:27 PM
TXN0001035,CUST001652,neft,372.53,SUCCESS,23/02/2026 20:44:52
TXN0001036,CUST001762,neft,793.26,SUCCESS,24-05-2026 03:16
TXN0001037,CUST002579,upi,"4,603.93",success,2026-01-23 03:18:51
TXN0001038,CUST003714,NEFT,1951.21,SUCCESS,2026-01-20 17:01:01
TXN0001039,CUST003122,BILL PAY,50.29,SUCCESS,2026-01-04 23:28:42
TXN0001040,CUST002189,Neft,280.62,success,2026-06-30 02:11:31
TXN0001041,CUST002926,imps,568.21,SUCCESS,2026-01-23 11:03:59
TXN0001042,CUST004702,imps,729.4,success,2026-07-24 18:27:38
TXN0001043,CUST003688,Imps,814.35,,08/01/2026 08:11:03
TXN0001044,CUST005180,upi,1130.4,SUCCESS,08/05/2026 21:06:24
TXN0001045,CUST002017,Upi,590.93,,2026-07-13 14:20:45
TXN0001046,CUST002791,IMPS,680.36,FAILED,2026-03-16 11:17:03
TXN0001047,CUST001234,IMPS,"2,087.59",success,20/07/2026 07:12:46
TXN0001048,CUST000073,Upi,938.75,SUCCESS,2026-02-06 23:56:52
TXN0001049,CUST002954,neft,168.6,success,14-07-2026 02:18
TXN0001050,CUST001593,imps,757.69,success,14-01-2026 09:14
TXN0001051,CUST003436,BILL PAY,570.07,SUCCESS,2026-06-10 20:00:39
TXN0001052,CUST001866,bill_pay,Rs.69.53,Success,2026-07-13 05:58:51
TXN0001053,CUST001264,neft,805.79,Success,10-07-2026 08:45
TXN0001054,CUST003315,imps,193.79,SUCCESS,16-03-2026 13:30
TXN0001055,CUST001820,Bill_Pay,2128.87,Success,2026-04-20 03:31:00
TXN0001056,CUST001462,IMPS,1110.58,SUCCESS,
TXN0001057,CUST000080,UPI,158.80,Success,27-05-2026 08:08
TXN0001058,CUST000793,BILL PAY,2004.17,success,22-02-2026 17:15
TXN0001059,CUST000758,Neft,3536.73,SUCCESS,2026-02-21 05:57:19
TXN0001060,CUST004121,neft,492.72,Success,23-05-2026 13:12
TXN0001061,CUST001028,Bill_Pay,566.13,SUCCESS,2026-06-23 09:31:19
TXN0001062,CUST003830,UPI,1759.83,SUCCESS,2026-01-27 12:00:44
TXN0001063,CUST003486,IMPS,3181.82,success,2026-05-23 22:52:56
TXN0001064,CUST001727,Bill_Pay,90.47,success,2026-03-01 03:11:30
TXN0001065,CUST000717,upi,179.62,success,
TXN0001066,CUST001453,NEFT,406.27,SUCCESS,2026-05-12 23:24:29
TXN0001067,CUST001693,upi,459.6,success,2026-07-08 10:37:11
TXN0001068,CUST000240,neft,1695.26,Success,28/04/2026 21:55:01
TXN0001069,CUST004309,NEFT,3204.69,Success,30-03-2026 06:39
TXN0001070,CUST005050,BILL_PAY,3550.42,Success,2026-02-23 08:27:03
TXN0001071,CUST004666,neft,88.22,Success,2026-07-01 00:04:19
TXN0001072,CUST001357,neft,,success,01/07/2026 04:01:02
TXN0001073,CUST005176,imps,151.23,TIMED_OUT,23-05-2026 12:28
TXN0001074,CUST003289,bill_pay,326.7,success,18-03-2026 14:10
TXN0001075,CUST001837,Imps,0,SUCCESS,02/19/2026 12:43 PM
TXN0001076,CUST001123,IMPS,1106.41,SUCCESS,2026-07-13 17:41:29
TXN0001077,CUST001118,imps,,Success,2026-02-08 07:23:26
TXN0001078,CUST000495,Neft,670.29,SUCCESS,07/07/2026 01:41 PM
TXN0001079,CUST004283,BILL_PAY,598.22,Success,2026-01-11 17:38:14
TXN0001080,CUST002948,UPI,426.66,SUCCESS,24-05-2026 14:30
TXN0001081,CUST005080,bill_pay,487.58,SUCCESS,24/04/2026 14:35:08
TXN0001082,CUST002205,BILL_PAY,4529.54,failed,26-03-2026 08:49
TXN0001083,CUST003400,Upi,1535.09,Success,2026-07-31 05:31:13
TXN0001084,CUST000150,upi,445.6,Success,2026-03-06 05:05:39
TXN0001085,CUST001510,neft,584.78,Success,13/02/2026 12:24:46
TXN0001086,CUST003540,BILL_PAY,1138.26,success,2026-04-11 10:01:10
TXN0001087,CUST003541,BILL_PAY,158.74,success,2026-07-28 16:07:34
TXN0001088,CUST000419,Bill_Pay,789.6,SUCCESS,2026-02-12 01:56:20
TXN0001089,CUST002118,IMPS,1430.33,SUCCESS,07-03-2026 03:48
TXN0001090,CUST002913,bill_pay,1213.2,Success,2026-03-01 05:55:15
TXN0001091,CUST005153,upi,258.44,success,14/03/2026 12:04:51
TXN0001092,CUST002022,upi,315.76,SUCCESS,2026-01-15 20:49:44
TXN0001093,CUST003520,NEFT,61.86,success,2026-01-17 11:34:09
TXN0001094,CUST002129,IMPS,1631.89,Success,05/13/2026 02:56 AM
