event_id,customer_id,channel_type,action_performed,event_timestamp
EVT0000742,CUST004790,NET_BANKING,VIEW_BALANCE,19-03-2026 09:00
EVT0000743,CUST002425,MOBILE_APP,LOGOUT,2026-04-10 05:40:54
EVT0000744,CUST002349,Net_Banking,LOGOUT,2026-05-06 09:13:52
EVT0000745,CUST002976,Net_Banking,INITIATE_TRANSFER,25-07-2026 14:27
EVT0000746,CUST001801,net_banking,Initiate_Transfer,16-05-2026 16:51
EVT0000747,CUST002740,MOBILE APP,LOGIN,2026-01-28 07:00:19
EVT0000748,CUST004366,MOBILE_APP,LOGIN,2026-06-15 17:54:06
EVT0000749,CUST003707,NET_BANKING,LOGIN ,08-02-2026 19:10
EVT0000750,CUST004925,MOBILE_APP,view_balance,24-02-2026 20:53
EVT0000751,CUST000453,Net_Banking,LOGOUT,2026-05-19 08:34:34
EVT0000752,CUST002245,MOBILE APP,LOGIN ,2026-06-08 21:03:08
EVT0000753,CUST000633,NET_BANKING,LOGOUT,04-04-2026 20:08
EVT0000754,CUST001728,Net_Banking,Initiate_Transfer,2026-05-01 17:47:47
EVT0000755,CUST004613,MOBILE_APP,INITIATE_TRANSFER,2026-03-24 11:24:09
EVT0000756,CUST000718,NET_BANKING,login,2026-03-06 07:47:47
EVT0000757,CUST001528,MOBILE_APP,logout,2026-02-21 18:45:05
EVT0000758,CUST000093,MOBILE_APP,LOGIN ,2026-07-04 16:48:19
EVT0000759,CUST004193,MOBILE_APP,View_Balance,28/03/2026 22:15:22
EVT0000760,CUST002740,NET BANKING,LOGOUT,2026-05-17 09:47:18
EVT0000761,CUST003928,net_banking,LOGIN,2026-03-15 17:10:26
EVT0000762,CUST003896,MOBILE APP,view_balance,17-02-2026 13:55
EVT0000763,CUST004725,net_banking,LOGIN,2026-05-11 16:46:00
EVT0000764,CUST001429,MOBILE APP,LOGOUT,2026-03-27 12:04:13
EVT0000765,CUST003081,MOBILE APP,view_balance,2026-01-29 10:39:06
EVT0000766,CUST004015,Net_Banking,INITIATE_TRANSFER,2026-03-30 07:46:13
EVT0000767,CUST000044,MOBILE APP,VIEW_BALANCE,2026-06-01 11:06:27
EVT0000768,CUST000533,Net_Banking,INITIATE_TRANSFER,31-03-2026 09:05
EVT0000769,CUST001495,Net_Banking,INITIATE_TRANSFER,2026-03-16 17:49:17
EVT0000770,CUST003818,mobile_app,LOGIN,2026-07-21 07:26:44
EVT0000771,CUST002048,MOBILE_APP,INITIATE_TRANSFER,2026-03-22 20:45:19
EVT0000772,CUST005112,MOBILE APP,logout,03/28/2026 10:23 PM
EVT0000773,CUST002392,MOBILE_APP,login,2026-05-03 23:12:01
EVT0000774,CUST000326,net_banking,LOGIN ,2026-07-20 19:25:06
EVT0000775,CUST005120,NET_BANKING,VIEW_BALANCE,2026-04-17 23:54:50
EVT0000776,CUST001643,mobile_app,LOGOUT,2026-05-27 14:29:32
EVT0000777,CUST000499,NET BANKING,LOGIN,10-04-2026 19:49
EVT0000778,CUST002666,NET BANKING,VIEW_BALANCE,2026-01-26 06:38:41
EVT0000779,CUST000282,NET BANKING,LOGIN ,2026-05-22 00:35:38
EVT0000780,CUST001941,MOBILE APP,VIEW_BALANCE,11-03-2026 18:06
EVT0000781,CUST003706,Mobile_App,LOGIN ,16-02-2026 06:06
EVT0000782,CUST000708,MOBILE_APP,Initiate_Transfer,14-01-2026 10:10
EVT0000783,CUST005031,MOBILE_APP,LOGOUT,18-03-2026 06:42
EVT0000784,CUST001272,NET_BANKING,LOGIN,16/07/2026 01:23:45
EVT0000785,CUST004072,mobile_app,View_Balance,2026-06-06 09:43:12
EVT0000786,CUST002892,NET BANKING,LOGIN,15-02-2026 13:59
EVT0000787,CUST001632,MOBILE APP,View_Balance,02/01/2026 12:00 AM
EVT0000788,CUST000177,MOBILE_APP,LOGIN ,2026-04-20 19:46:43
EVT0000789,CUST003382,mobile_app,LOGIN,19-07-2026 03:33
EVT0000790,CUST001796,Net_Banking,VIEW_BALANCE,03-02-2026 02:52
EVT0000791,CUST004235,mobile_app,Login,2026-07-04 12:26:49
EVT0000792,CUST002774,NET_BANKING,VIEW_BALANCE,2026-02-16 20:55:00
EVT0000793,CUST000451,MOBILE_APP,LOGIN,2026-02-16 17:02:03
EVT0000794,CUST000568,mobile_app,Initiate_Transfer,2026-03-14 08:00:54
EVT0000795,CUST002087,MOBILE_APP,Initiate_Transfer,02/07/2026 02:28 PM
EVT0000796,CUST003339,NET_BANKING,LOGIN ,18-07-2026 16:19
EVT0000797,CUST004246,MOBILE_APP,VIEW_BALANCE,2026-06-21 06:49:05
EVT0000798,CUST004516,NET_BANKING,View_Balance,2026-01-26 18:28:18
EVT0000799,CUST002596,MOBILE_APP,Initiate_Transfer,13-04-2026 13:31
EVT0000800,CUST000012,NET_BANKING,login,07/23/2026 12:40 AM
EVT0000801,CUST000564,MOBILE_APP,LOGIN,20-01-2026 09:19
EVT0000802,CUST000038,NET_BANKING,view_balance,12/06/2026 11:47:13
EVT0000803,CUST003596,MOBILE_APP,VIEW_BALANCE,01-04-2026 10:22
EVT0000804,CUST002490,Mobile_App,INITIATE_TRANSFER,2026-06-20 19:29:34
EVT0000805,CUST000684,net_banking,initiate_transfer,2026-05-27 03:25:31
EVT0000806,CUST002145,NET BANKING,LOGIN ,2026-02-09 02:26:48
EVT0000807,CUST005022,NET_BANKING,VIEW_BALANCE,2026-04-08 16:23:25
EVT0000808,CUST003529,MOBILE_APP,,2026-05-15 21:17:05
EVT0000809,CUST001699,MOBILE_APP,LOGOUT,2026-03-12 23:29:03
EVT0000810,CUST002804,Mobile_App,logout,01-04-2026 20:45
EVT0000811,CUST003177,NET_BANKING,LOGIN ,2026-07-18 02:11:11
EVT0000812,CUST002052,mobile_app,INITIATE_TRANSFER,08/01/2026 22:20:28
EVT0000813,CUST004498,net_banking,initiate_transfer,20/07/2026 06:26:54
EVT0000814,CUST003779,NET BANKING,LOGOUT,09-05-2026 01:17
EVT0000815,CUST001245,mobile_app,Initiate_Transfer,2026-03-02 20:12:54
EVT0000816,CUST000385,NET_BANKING,LOGIN ,2026-04-17 04:13:30
EVT0000817,CUST002016,MOBILE_APP,logout,2026-01-31 17:34:39
EVT0000818,CUST002203,NET_BANKING,INITIATE_TRANSFER,2026-02-11 19:42:30
EVT0000819,CUST000462,NET_BANKING,LOGOUT,09-06-2026 00:07
EVT0000820,CUST001240,NET_BANKING,initiate_transfer,2026-06-16 13:55:12
EVT0000821,CUST003716,mobile_app,View_Balance,15-05-2026 20:51
EVT0000822,CUST005181,Net_Banking, LOGOUT,05/03/2026 04:24:17
EVT0000823,CUST000298,net_banking,Initiate_Transfer,19-01-2026 21:20
EVT0000824,CUST003950,NET_BANKING,view_balance,24/06/2026 12:33:18
EVT0000825,CUST002962,MOBILE_APP,View_Balance,2026-04-27 09:08:24
EVT0000826,CUST001061,MOBILE_APP,LOGIN,2026-01-25 06:37:14
EVT0000827,CUST004302,MOBILE_APP,VIEW_BALANCE,14-05-2026 10:09
EVT0000828,CUST005141,net_banking,LOGIN,2026-04-21 14:47:12
EVT0000829,CUST004156,NET_BANKING,LOGOUT,05-02-2026 23:17
EVT0000830,CUST004481,NET_BANKING,View_Balance,2026-05-08 14:56:35
EVT0000831,CUST001151,MOBILE_APP,Login,04/05/2026 09:16 PM
EVT0000832,CUST005043,MOBILE_APP,view_balance,2026-07-08 23:57:19
EVT0000833,CUST002675,Mobile_App,View_Balance,2026-07-15 15:33:14
EVT0000834,CUST004393,Mobile_App,INITIATE_TRANSFER,2026-06-09 10:27:52
EVT0000835,CUST001093,mobile_app,login,2026-04-24 19:17:51
EVT0000836,CUST004293,NET_BANKING,VIEW_BALANCE,30/07/2026 01:18:39
EVT0000837,CUST004947,MOBILE APP,initiate_transfer,17-03-2026 23:11
EVT0000838,CUST004936,,initiate_transfer,
EVT0000839,CUST003717,NET_BANKING,LOGIN ,11-07-2026 12:24
EVT0000840,CUST002718,NET BANKING,LOGOUT,2026-07-15 19:13:35
EVT0000841,CUST000571,mobile_app,View_Balance,2026-07-22 01:47:50
EVT0000842,CUST000076,MOBILE_APP,LOGIN,2026-07-16 20:10:24
EVT0000843,CUST000558,net_banking,LOGOUT,2026-04-30 19:30:10
EVT0000844,CUST002637,NET_BANKING,login,07/17/2026 03:08 AM
EVT0000845,CUST002870,mobile_app,LOGIN,2026-05-16 15:38:44
EVT0000846,CUST000077,NET_BANKING,INITIATE_TRANSFER,2026-03-24 09:25:25
EVT0000847,CUST000412,NET BANKING,View_Balance,2026-05-19 21:39:54
EVT0000848,CUST000217,NET_BANKING,Initiate_Transfer,29-03-2026 10:20
EVT0000849,CUST004701,mobile_app,LOGIN,2026-05-04 05:46:09
EVT0000850,CUST001923,NET_BANKING,LOGOUT,07/25/2026 01:20 AM
EVT0000851,CUST003833,mobile_app,VIEW_BALANCE,10-02-2026 06:42
EVT0000852,CUST000239,NET_BANKING,INITIATE_TRANSFER,06/26/2026 04:16 AM
EVT0000853,CUST003002,NET_BANKING,LOGIN,2026-05-12 07:15:22
EVT0000854,CUST000751,Net_Banking,Login,09-07-2026 09:09
EVT0000855,CUST000679,NET_BANKING,,2026-07-01 02:06:07
EVT0000856,CUST000332,Net_Banking,VIEW_BALANCE,2026-01-03 15:05:44
EVT0000857,CUST003319,NET_BANKING,Login,09-01-2026 14:33
EVT0000858,CUST002282,NET_BANKING,Initiate_Transfer,2026-01-30 05:59:40
EVT0000859,CUST002423,NET_BANKING,VIEW_BALANCE,2026-01-09 12:58:15
EVT0000860,CUST004507,Net_Banking,VIEW_BALANCE,2026-04-26 13:56:42
EVT0000861,CUST001800,MOBILE_APP,LOGIN,2026-07-10 01:18:49
EVT0000862,CUST004257,Mobile_App, LOGOUT,2026-02-22 19:40:47
EVT0000863,CUST001409,NET BANKING,View_Balance,09-03-2026 16:31
EVT0000864,CUST004034,NET_BANKING,LOGIN,2026-01-24 16:28:43
EVT0000865,CUST002276,Net_Banking,login,2026-07-20 01:20:07
EVT0000866,CUST003502,Net_Banking,,2026-03-10 04:37:47
EVT0000867,CUST000170,MOBILE APP,Login,05/12/2026 12:50 PM
EVT0000868,CUST002367,MOBILE APP,INITIATE_TRANSFER,2026-07-10 12:25:33
EVT0000869,CUST004697,MOBILE_APP,LOGIN ,21-07-2026 22:37
EVT0000870,CUST004802,NET_BANKING,initiate_transfer,2026-07-13 22:06:50
EVT0000871,CUST001807,MOBILE_APP,LOGOUT,26/04/2026 04:09:42
EVT0000872,CUST003983,NET BANKING,INITIATE_TRANSFER,2026-07-16 21:39:13
EVT0000873,CUST003878,NET_BANKING,Initiate_Transfer,2026-05-18 09:48:30
EVT0000874,CUST004336,Mobile_App,Initiate_Transfer,01/12/2026 05:28 PM
EVT0000875,CUST002246,NET_BANKING, LOGOUT,2026-01-02 00:33:17
EVT0000876,CUST001121,MOBILE_APP,view_balance,04-01-2026 04:51
EVT0000877,CUST001131,NET_BANKING,LOGOUT,2026-05-17 17:56:23
EVT0000878,CUST000940,MOBILE APP,login,2026-07-12 12:01:43
EVT0000879,CUST002763,MOBILE_APP,LOGOUT,2026-07-08 02:29:12
EVT0000880,CUST002421,MOBILE_APP,initiate_transfer,2026-03-07 17:46:18
EVT0000881,CUST000159,NET_BANKING,login,04/25/2026 11:18 AM
EVT0000882,CUST001737,MOBILE APP,LOGIN ,2026-07-22 22:03:57
EVT0000883,CUST000852,Net_Banking,view_balance,
EVT0000884,CUST000198,NET_BANKING,VIEW_BALANCE,31-05-2026 03:30
EVT0000885,CUST002347,MOBILE_APP,view_balance,2026-01-20 04:51:46
EVT0000886,CUST001908,MOBILE_APP,Logout,2026-04-05 17:14:31
EVT0000887,CUST000618,NET BANKING,LOGOUT,2026-03-28 00:49:12
EVT0000888,CUST000320,MOBILE APP,,08-07-2026 07:29
EVT0000889,CUST003982,MOBILE_APP,login,2026-04-14 23:06:08
EVT0000890,CUST000183,NET BANKING,View_Balance,2026-07-07 18:35:45
EVT0000891,CUST000203,net_banking,login,07/06/2026 18:53:48
EVT0000892,CUST001001,NET BANKING,VIEW_BALANCE,2026-06-19 02:10:38
EVT0000893,CUST002934,NET_BANKING,Logout,2026-04-09 18:13:13
EVT0000894,CUST000470,Mobile_App,view_balance,2026-04-30 06:18:50
EVT0000895,CUST000053,NET_BANKING,Initiate_Transfer,
EVT0000896,CUST004880,mobile_app,view_balance,04-05-2026 02:18
EVT0000897,CUST004402,mobile_app,initiate_transfer,2026-01-10 01:16:58
EVT0000898,CUST000182,Net_Banking,LOGIN,2026-07-04 23:38:01
EVT0000899,CUST002142,Net_Banking,,2026-06-23 04:57:26
EVT0000900,CUST004700,net_banking,INITIATE_TRANSFER,2026-04-27 06:53:50
EVT0000901,CUST002221,net_banking,LOGOUT,2026-05-30 10:34:07
EVT0000902,CUST004503,NET_BANKING,Login,2026-07-11 16:46:42
EVT0000903,CUST002070,Mobile_App,login,2026-03-06 17:08:47
EVT0000904,CUST004947,MOBILE_APP,initiate_transfer,10-03-2026 22:12
EVT0000905,CUST004548,MOBILE_APP,INITIATE_TRANSFER,2026-04-14 09:30:32
EVT0000906,CUST004986,MOBILE_APP,INITIATE_TRANSFER,30-06-2026 02:52
EVT0000907,CUST001285,NET_BANKING,Login,2026-03-30 17:53:13
EVT0000908,CUST001581,NET BANKING,INITIATE_TRANSFER,2026-01-28 12:57:49
EVT0000909,CUST000548,MOBILE APP,logout,2026-06-12 05:57:23
EVT0000910,CUST001930,Net_Banking,logout,2026-05-10 19:16:40
EVT0000911,CUST004786,NET_BANKING,,2026-02-13 04:00:29
EVT0000912,CUST001157,MOBILE_APP,logout,2026-07-07 03:09:07
EVT0000913,CUST000831,net_banking,VIEW_BALANCE,2026-06-27 00:11:59
EVT0000914,CUST003596,net_banking,VIEW_BALANCE,2026-06-22 06:21:16
EVT0000915,CUST002020,MOBILE APP,Login,2026-02-05 03:30:59
EVT0000916,CUST003026,NET BANKING,LOGIN,2026-02-24 05:54:14
EVT0000917,CUST001616,NET_BANKING,,2026-07-26 00:42:46
EVT0000918,CUST002791,net_banking,LOGIN,18-05-2026 09:37
EVT0000919,CUST000813,,LOGOUT,08/02/2026 17:42:04
EVT0000920,CUST003211,MOBILE APP,,2026-03-19 16:36:21
EVT0000921,CUST002811,mobile_app,LOGIN,2026-05-07 22:17:06
EVT0000922,CUST004365,NET_BANKING,INITIATE_TRANSFER,2026-05-30 08:33:17
EVT0000923,CUST000868,Net_Banking, LOGOUT,2026-05-20 16:44:01
EVT0000924,CUST001377,MOBILE APP,initiate_transfer,29/07/2026 08:29:26
EVT0000925,CUST004333,MOBILE_APP,View_Balance,2026-05-15 16:52:08
EVT0000926,CUST004547,NET_BANKING,view_balance,2026-05-23 02:33:29
EVT0000927,CUST004660,net_banking, LOGOUT,2026-05-21 18:31:34
EVT0000928,CUST000267,NET BANKING,logout,02/16/2026 12:03 AM
EVT0000929,CUST001789,NET BANKING,Logout,2026-07-22 11:19:56
EVT0000930,CUST000953,MOBILE APP,view_balance,18-02-2026 00:39
EVT0000931,CUST000414,NET BANKING,initiate_transfer,2026-07-23 04:53:10
EVT0000932,CUST002838,mobile_app,LOGOUT,2026-07-29 06:48:04
EVT0000933,CUST000133,net_banking,View_Balance,01/02/2026 06:27:45
EVT0000934,CUST005048,mobile_app,LOGIN ,29-07-2026 05:08
EVT0000935,CUST002670,NET_BANKING,VIEW_BALANCE,2026-03-17 08:44:13
EVT0000936,CUST001968,Net_Banking,LOGIN,2026-07-05 02:19:54
EVT0000937,CUST001394,MOBILE_APP,VIEW_BALANCE,04/05/2026 12:17 AM
EVT0000938,CUST005133,MOBILE APP,VIEW_BALANCE,2026-04-05 04:50:49
EVT0000939,CUST000129,NET BANKING,Initiate_Transfer,2026-03-13 22:05:49
EVT0000940,CUST003518,Mobile_App,logout,07/01/2026 16:06:37
EVT0000941,CUST001079,net_banking,LOGIN,2026-01-11 11:43:17
EVT0000942,CUST003871,mobile_app,VIEW_BALANCE,27-06-2026 23:18
EVT0000943,CUST002040,NET_BANKING,VIEW_BALANCE,2026-04-10 18:41:09
EVT0000944,CUST004777,Net_Banking,INITIATE_TRANSFER,25-07-2026 20:13
EVT0000945,CUST003600,Mobile_App,logout,2026-03-29 05:52:36
EVT0000946,CUST001804,NET_BANKING,VIEW_BALANCE,2026-06-02 01:08:08
EVT0000947,CUST004945,MOBILE_APP,VIEW_BALANCE,11-05-2026 06:29
EVT0000948,CUST001549,mobile_app,LOGIN,2026-07-24 23:35:29
EVT0000949,CUST004369,mobile_app,LOGIN,21-01-2026 06:28
EVT0000950,CUST004714,MOBILE_APP,login,2026-01-11 16:38:49
EVT0000951,CUST001186,mobile_app,LOGOUT,2026-07-08 08:36:51
EVT0000952,CUST000317,NET BANKING,logout,12/05/2026 10:32:39
EVT0000953,CUST004490,net_banking,LOGOUT,22/03/2026 20:06:08
EVT0000954,CUST001026,MOBILE APP,LOGIN ,2026-03-21 07:39:51
EVT0000955,CUST004957,MOBILE_APP,INITIATE_TRANSFER,2026-04-28 01:26:55
EVT0000956,CUST000240,net_banking,login,20/05/2026 04:47:22
EVT0000957,CUST003691,net_banking,VIEW_BALANCE,15-01-2026 21:22
EVT0000958,CUST000074,Mobile_App,Login,2026-01-09 22:14:20
EVT0000959,CUST005097,NET_BANKING,LOGOUT,2026-06-12 12:22:13
EVT0000960,CUST003733,NET_BANKING,INITIATE_TRANSFER,10/05/2026 10:58:55
EVT0000961,CUST004075,MOBILE_APP,INITIATE_TRANSFER,06/29/2026 10:46 PM
EVT0000962,CUST002666,MOBILE APP,initiate_transfer,06/16/2026 10:42 AM
EVT0000963,CUST004364,net_banking,initiate_transfer,12-02-2026 18:25
EVT0000964,CUST001669,MOBILE APP,initiate_transfer,2026-04-28 15:42:54
EVT0000965,CUST004046,mobile_app,INITIATE_TRANSFER,23/02/2026 09:53:17
EVT0000966,CUST004337,MOBILE_APP,VIEW_BALANCE,2026-03-01 01:31:53
EVT0000967,CUST001039,Mobile_App, LOGOUT,2026-01-18 14:59:07
EVT0000968,CUST002589,Mobile_App,LOGIN ,22/06/2026 06:16:46
EVT0000969,CUST002697,mobile_app,LOGIN,02/28/2026 06:50 PM
EVT0000970,CUST004323,mobile_app,logout,2026-07-17 06:57:11
EVT0000971,CUST001147,MOBILE_APP,View_Balance,2026-05-02 00:36:07
EVT0000972,CUST004653,Net_Banking,initiate_transfer,
EVT0000973,CUST005048,Net_Banking,Login,05/30/2026 11:12 PM
EVT0000974,CUST000590,MOBILE_APP,VIEW_BALANCE,2026-07-24 12:50:38
EVT0000975,CUST003877,Mobile_App,Login,2026-02-12 02:39:20
EVT0000976,CUST003987,mobile_app, LOGOUT,2026-05-17 13:50:05
EVT0000977,CUST002385,mobile_app,Login,04/22/2026 07:11 PM
EVT0000978,CUST001101,mobile_app,View_Balance,27-07-2026 21:28
EVT0000979,CUST003464,Net_Banking,LOGOUT,23-07-2026 19:21
EVT0000980,CUST002586,net_banking,INITIATE_TRANSFER,2026-03-27 00:27:55
EVT0000981,CUST004760,MOBILE_APP,VIEW_BALANCE,2026-02-04 07:58:51
EVT0000982,CUST004842,net_banking,initiate_transfer,22-02-2026 19:25
EVT0000983,CUST001489,net_banking,login,02-07-2026 01:43
EVT0000984,CUST005182,MOBILE_APP,initiate_transfer,13-07-2026 16:03
EVT0000985,CUST000852,mobile_app,LOGOUT,04/18/2026 12:52 AM
EVT0000986,CUST001501,NET_BANKING,initiate_transfer,27-07-2026 11:39
EVT0000987,CUST000552,MOBILE APP,VIEW_BALANCE,04-06-2026 08:48
EVT0000988,CUST005055,NET_BANKING,Initiate_Transfer,05/22/2026 01:03 PM
EVT0000989,CUST004699,net_banking,LOGIN ,2026-04-17 02:51:38
EVT0000990,CUST005056,NET_BANKING,logout,02/02/2026 17:04:02
EVT0000991,CUST001167,Net_Banking,INITIATE_TRANSFER,02/22/2026 12:19 PM
EVT0000992,CUST001428,mobile_app,LOGOUT,2026-01-23 21:51:50
EVT0000993,CUST000977,Net_Banking,VIEW_BALANCE,05/02/2026 19:56:21
EVT0000994,CUST003840,NET BANKING,Initiate_Transfer,2026-03-06 12:13:52
EVT0000995,CUST000820,Mobile_App,initiate_transfer,11/06/2026 13:27:33
EVT0000996,CUST004578,NET_BANKING,LOGIN,12-06-2026 02:02
EVT0000997,CUST002829,NET_BANKING,Logout,2026-06-25 17:12:19
EVT0000998,CUST001319,NET_BANKING,VIEW_BALANCE,2026-06-09 07:00:08
EVT0000999,CUST004656,NET BANKING,View_Balance,2026-04-27 10:19:15
EVT0001000,CUST002068,mobile_app,VIEW_BALANCE,05/03/2026 10:17:21
EVT0001001,CUST003783,NET_BANKING,logout,07-03-2026 08:47
EVT0001002,CUST002170,mobile_app,LOGOUT,2026-06-29 02:59:50
EVT0001003,CUST002235,mobile_app,Login,2026-05-24 14:18:31
EVT0001004,CUST002440,NET_BANKING,initiate_transfer,2026-04-16 00:22:01
EVT0001005,CUST005121,MOBILE_APP,Initiate_Transfer,2026-07-30 21:03:53
EVT0001006,CUST001177,MOBILE APP,LOGOUT,2026-01-14 17:54:43
EVT0001007,CUST004469,MOBILE APP,VIEW_BALANCE,2026-07-06 09:51:28
EVT0001008,CUST005178,MOBILE_APP,View_Balance,2026-04-20 12:54:03
EVT0001009,CUST004457,net_banking,LOGIN,24-02-2026 15:59
EVT0001010,CUST000857,MOBILE APP,logout,2026-06-25 12:57:00
EVT0001011,CUST002043,Mobile_App,VIEW_BALANCE,
EVT0001012,CUST003270,net_banking,VIEW_BALANCE,05/02/2026 06:28 AM
EVT0001013,CUST004143,NET_BANKING,LOGOUT,2026-03-24 10:22:44
EVT0001014,CUST000438,net_banking,LOGOUT,2026-01-08 09:47:45
EVT0001015,CUST002452,NET_BANKING,INITIATE_TRANSFER,2026-03-12 15:42:58
EVT0001016,CUST003398,NET_BANKING,INITIATE_TRANSFER,10/04/2026 09:36:58
EVT0001017,CUST003403,NET_BANKING,INITIATE_TRANSFER,2026-01-03 10:33:10
EVT0001018,CUST002656,MOBILE_APP,LOGIN ,2026-01-28 02:57:31
EVT0001019,CUST001265,MOBILE_APP,INITIATE_TRANSFER,
EVT0001020,CUST005083,mobile_app,view_balance,2026-07-21 19:53:22
EVT0001021,CUST002772,Net_Banking,View_Balance,22-04-2026 22:01
EVT0001022,CUST001854,NET_BANKING, LOGOUT,
EVT0001023,CUST004927,NET_BANKING,LOGOUT,2026-06-19 13:54:49
EVT0001024,CUST001522,Mobile_App,logout,2026-04-27 20:05:26
EVT0001025,CUST003606,MOBILE_APP,VIEW_BALANCE,03-06-2026 03:44
EVT0001026,CUST003146,Net_Banking,LOGIN,2026-04-27 11:24:16
EVT0001027,CUST003495,NET BANKING,INITIATE_TRANSFER,2026-05-26 22:21:38
EVT0001028,CUST001195,NET_BANKING,initiate_transfer,02/03/2026 00:30:43
EVT0001029,CUST002844,NET_BANKING,initiate_transfer,2026-01-24 00:01:02
EVT0001030,CUST004225,Mobile_App,view_balance,22-04-2026 07:04
EVT0001031,CUST004285,mobile_app,LOGOUT,11-01-2026 03:48
EVT0001032,CUST003766,Net_Banking,VIEW_BALANCE,2026-06-26 23:23:52
EVT0001033,CUST004046,Net_Banking,LOGIN ,2026-03-19 16:32:42
EVT0001034,CUST003268,mobile_app,INITIATE_TRANSFER,14/06/2026 19:44:00
EVT0001035,CUST001736,NET_BANKING,LOGIN,2026-06-19 03:26:11
EVT0001036,CUST001186,NET BANKING,INITIATE_TRANSFER,2026-06-30 04:27:35
EVT0001037,CUST001944,MOBILE_APP,LOGOUT,2026-04-23 09:27:59
EVT0001038,CUST003787,NET_BANKING,Logout,2026-02-18 00:55:21
EVT0001039,CUST002094,MOBILE_APP,view_balance,2026-02-26 08:51:55
EVT0001040,CUST001371,NET BANKING,LOGIN,2026-04-26 11:18:53
EVT0001041,CUST000347,net_banking,logout,27-01-2026 05:16
EVT0001042,CUST003635,net_banking,VIEW_BALANCE,2026-02-03 07:53:30
EVT0001043,CUST001941,Net_Banking,,2026-03-16 13:40:28
EVT0001044,CUST000303,Mobile_App,LOGOUT,02/02/2026 04:24 AM
EVT0001045,CUST004596,mobile_app,VIEW_BALANCE,16-07-2026 09:45
EVT0001046,CUST000320,NET_BANKING,Initiate_Transfer,2026-06-03 10:20:39
EVT0001047,CUST002026,NET_BANKING,view_balance,16-07-2026 20:53
EVT0001048,CUST004268,mobile_app,initiate_transfer,2026-03-08 08:30:59
EVT0001049,CUST000428,MOBILE APP,logout,2026-05-03 04:52:47
EVT0001050,CUST003137,MOBILE_APP,LOGIN ,15/02/2026 22:28:54
EVT0001051,CUST004525,NET_BANKING,LOGIN ,2026-02-12 15:32:01
EVT0001052,CUST003600,NET_BANKING,View_Balance,2026-02-09 22:57:51
EVT0001053,CUST002700,MOBILE APP,Initiate_Transfer,2026-06-30 08:55:15
EVT0001054,CUST003588,NET_BANKING, LOGOUT,21-02-2026 14:58
EVT0001055,CUST004244,MOBILE APP, LOGOUT,2026-03-11 21:43:37
EVT0001056,CUST004920,NET BANKING,INITIATE_TRANSFER,2026-01-10 22:11:44
EVT0001057,CUST003294,Net_Banking,Logout,05/15/2026 11:25 AM
EVT0001058,CUST002654,Net_Banking,LOGIN,2026-01-12 13:10:27
EVT0001059,CUST003962,NET_BANKING,,28-07-2026 18:24
EVT0001060,CUST001752,MOBILE_APP,LOGOUT,2026-04-01 20:46:14
EVT0001061,CUST001998,NET BANKING,LOGIN,13-07-2026 23:33
EVT0001062,CUST000532,mobile_app,LOGIN ,2026-06-17 18:56:17
EVT0001063,CUST000344,Mobile_App,VIEW_BALANCE,2026-05-09 08:07:48
EVT0001064,CUST000168,Mobile_App,login,2026-03-14 07:19:38
EVT0001065,CUST002879,,LOGIN ,25-07-2026 10:37
EVT0001066,CUST000467,NET_BANKING,INITIATE_TRANSFER,2026-05-18 23:27:18
EVT0001067,CUST001655,Mobile_App,VIEW_BALANCE,02/02/2026 12:44:18
EVT0001068,CUST001632,MOBILE_APP,VIEW_BALANCE,2026-03-26 16:17:41
EVT0001069,CUST001107,mobile_app,Login,07/07/2026 06:51 PM
EVT0001070,CUST004068,MOBILE_APP,LOGIN,22/06/2026 18:39:28
EVT0001071,CUST000110,net_banking, LOGOUT,03/22/2026 12:51 AM
EVT0001072,CUST001567,Mobile_App, LOGOUT,2026-06-26 22:21:29
EVT0001073,CUST000603,MOBILE_APP,LOGOUT,2026-03-24 13:13:20
EVT0001074,CUST000197,NET_BANKING,VIEW_BALANCE,2026-05-26 06:15:17
EVT0001075,CUST000923,NET_BANKING, LOGOUT,04/22/2026 05:01 PM
EVT0001076,CUST003695,mobile_app,View_Balance,2026-04-04 15:29:20
EVT0001077,CUST001030,NET_BANKING,VIEW_BALANCE,05/06/2026 21:50:02
EVT0001078,CUST003689,MOBILE APP,VIEW_BALANCE,2026-01-06 11:19:11
EVT0001079,CUST002706,,VIEW_BALANCE,04/13/2026 05:15 PM
EVT0001080,CUST004714,Net_Banking,initiate_transfer,18-05-2026 20:22
EVT0001081,CUST004293,mobile_app,LOGIN,26-02-2026 08:07
EVT0001082,CUST001424,MOBILE_APP,INITIATE_TRANSFER,06-02-2026 06:03
EVT0001083,CUST001887,MOBILE_APP,INITIATE_TRANSFER,2026-05-26 18:48:25
EVT0001084,CUST001058,MOBILE_APP,LOGOUT,10-01-2026 06:54
EVT0001085,CUST000412,MOBILE_APP, LOGOUT,
EVT0001086,CUST001328,MOBILE_APP,Logout,
EVT0001087,CUST001868,NET BANKING,logout,14-01-2026 14:02
EVT0001088,CUST004016,NET_BANKING,View_Balance,05-04-2026 19:56
EVT0001089,CUST003980,NET BANKING,VIEW_BALANCE,2026-01-04 01:14:26
EVT0001090,CUST003220,NET_BANKING,VIEW_BALANCE,2026-01-12 06:29:07
